"","0","1"
"1",0.957137750135585,0.0428622498644153
"2",0.518935494743453,0.481064505256546
"3",0.133861504373337,0.866138495626663
"4",0.481232985271499,0.518767014728501
"5",0.344944403106539,0.655055596893461
"6",0.533860949483105,0.466139050516895
"7",0.651363424403134,0.348636575596866
"8",0.972990499162948,0.027009500837052
"9",0.994279247348174,0.00572075265182577
"10",0.394224511321702,0.605775488678298
"11",0.98366407330162,0.0163359266983799
"12",0.880238254007585,0.119761745992415
"13",0.889845445929238,0.110154554070762
"14",0.633613016795598,0.366386983204402
"15",0.79621958681112,0.20378041318888
"16",0.849948994356117,0.150051005643882
"17",0.0674586153155455,0.932541384684454
"18",0.993630688215871,0.00636931178412904
"19",0.429223852621522,0.570776147378478
"20",0.0807022880454678,0.919297711954532
"21",0.895034261608519,0.104965738391481
"22",0.754079003452385,0.245920996547615
"23",0.0777691188157447,0.922230881184255
"24",0.960403770828084,0.0395962291719164
"25",0.997943044715358,0.00205695528464219
"26",0.109480186658027,0.890519813341973
"27",0.390098831817365,0.609901168182635
"28",0.992694844803894,0.00730515519610626
"29",0.901178797638778,0.0988212023612216
"30",0.848806463828488,0.151193536171512
"31",0.946381891352329,0.0536181086476712
"32",0.828053488933075,0.171946511066925
"33",0.445633045947007,0.554366954052993
"34",0.915205371764765,0.0847946282352351
"35",0.877423700162786,0.122576299837214
"36",0.969914300165289,0.0300856998347111
"37",0.512236116938366,0.487763883061634
"38",0.851530440924674,0.148469559075326
"39",0.999260991911345,0.000739008088655287
"40",0.848237282770114,0.151762717229886
"41",0.824471427750177,0.175528572249823
"42",0.955095409987112,0.0449045900128881
"43",0.906513163985563,0.0934868360144366
"44",0.338475697535572,0.661524302464428
"45",0.730317705973715,0.269682294026285
"46",0.986707450015699,0.013292549984301
"47",0.440539984248577,0.559460015751423
"48",0.996154666009231,0.00384533399076863
"49",0.922574114858549,0.0774258851414507
"50",0.610200611860022,0.389799388139978
"51",0.971635356136552,0.0283646438634476
"52",0.665397889025527,0.334602110974473
"53",0.946080685440472,0.0539193145595278
"54",0.590861883231339,0.409138116768661
"55",0.688969300709555,0.311030699290445
"56",0.995693755381329,0.00430624461867061
"57",0.998650025976395,0.00134997402360471
"58",0.536621459579259,0.463378540420741
"59",0.839843052465442,0.160156947534558
"60",0.444875426729287,0.555124573270713
"61",0.922689700021053,0.0773102999789473
"62",0.830476646157646,0.169523353842354
"63",0.257193860453613,0.742806139546387
"64",0.551248157670386,0.448751842329614
"65",0.780352255411757,0.219647744588243
"66",0.962379855324556,0.0376201446754435
"67",0.826648452066701,0.173351547933299
"68",0.98757662397069,0.0124233760293102
